CÓDIGO ÓRGÃO SUPERIOR;NOME ÓRGÃO SUPERIOR;CÓDIGO ÓRGÃO;NOME ÓRGÃO;CÓDIGO UNIDADE GESTORA;NOME UNIDADE GESTORA;CATEGORIA ECONÔMICA;ORIGEM RECEITA;ESPÉCIE RECEITA;DETALHAMENTO;VALOR PREVISTO ATUALIZADO;VALOR LANÇADO;VALOR REALIZADO;PERCENTUAL REALIZADO;DATA LANÇAMENTO;ANO EXERCÍCIO
22000.0;Ministério da Agricultura, Pecuária e Abastec;;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;130101.0;COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA;Receitas Correntes;Receita Agropecuária;Receita da produção animal e derivados;Receita da produção animal e derivados;350042,00;0,00;107548,62;31,00;31/12/2013;2013.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22000.0;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;130101.0;COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA;Receitas Correntes;Transferências Correntes;Transferências dos Municípios e de suas Entid;Transferências dos Municípios e de suas Entid;720000,00;0,00;0,00;0,00;31/12/2013;2013.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22202.0;Empresa Brasileira de Pesquisa Agropecuária;135037.0;EMBRAPA-SETORIAL;Receitas Correntes;Receita Agropecuária;Receita da produção animal e derivados;Receita da produção animal e derivados;4639104,00;0,00;5145837,84;111,00;31/12/2013;2013.0
22000.0;;44208.0;Serviço Florestal Brasileiro;440088.0;SETORIAL PROG.ORCAMENTARIA E FINANCEIRA-SFB;;Transferências Correntes;Transferências dos Municípios e de suas Entid;Transferências dos Municípios e de suas Entid;16923750,00;0,00;0,00;0,00;31/12/2013;
22000.0;Ministério da Agricultura, Pecuária e Abastec;22000.0;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;130101.0;COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA;Receitas Correntes;Outras Receitas Correntes;Demais receitas correntes;VARIACAO CAMBIAL;0,00;0,00;73,55;0,00;31/12/2013;
22000.0;Ministério da Agricultura, Pecuária e Abastec;22211.0;Companhia Nacional de Abastecimento;135100.0;COMPANHIA NACIONAL DE ABASTECIMENTO;Receitas Correntes;Outras Receitas Correntes;Indenizações, restituições e ressarcimentos;RESTITUICOES DE BENEFICIOS NAO DESEMBOLSADOS;39847,00;0,00;28,00;0,00;31/12/2013;2013.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22201.0;Instituto Nacional de Colonização e Reforma Agrária;373001.0;DPTO. DE ADMINISTRACAO FINANCEIRA-DAF - INCRA;Receitas de Capital;Alienação de Bens;Alienação de bens imóveis;ALIENACAO IMOV.RURAIS P/ COLON. E REF.AGRARIA;25967835,00;0,00;33272349,93;128,00;31/12/2013;
22000.0;;22202.0;Empresa Brasileira de Pesquisa Agropecuária;135037.0;EMBRAPA-SETORIAL;Receitas Correntes;Receita de Serviços;Receita de Serviços;SERVICOS DE TRANSFERENCIA DE TECNOLOGIA;8000000,00;0,00;11059186,81;138,00;31/12/2013;2013.0
;;22905.0;;130137.0;FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA;Receitas Correntes;Outras Receitas Correntes;Indenizações, restituições e ressarcimentos;RECUPERACAO DE DESPESAS DE EXERC. ANTERIORES;61810,00;0,00;0,00;0,00;31/12/2013;
22000.0;Ministério da Agricultura, Pecuária e Abastec;44208.0;Serviço Florestal Brasileiro;440088.0;SETORIAL PROG.ORCAMENTARIA E FINANCEIRA-SFB;Receitas Correntes;Outras Receitas Correntes;Indenizações, restituições e ressarcimentos;RECUPERACAO DE DESPESAS DE EXERC. ANTERIORES;0,00;0,00;1654,24;0,00;31/12/2013;2013.0
;Ministério da Agricultura, Pecuária e Abastec;22202.0;Empresa Brasileira de Pesquisa Agropecuária;135037.0;EMBRAPA-SETORIAL;Receitas Correntes;Outras Receitas Correntes;Indenizações, restituições e ressarcimentos;RECUPERACAO DE DESPESAS DE EXERC. ANTERIORES;2993083,00;0,00;2638630,14;88,00;31/12/2013;
22000.0;Ministério da Agricultura, Pecuária e Abastec;22211.0;Companhia Nacional de Abastecimento;135100.0;COMPANHIA NACIONAL DE ABASTECIMENTO;Receitas Correntes;Outras Receitas Correntes;Indenizações, restituições e ressarcimentos;RECUPERACAO DE DESPESAS DE EXERC. ANTERIORES;5760731,00;0,00;5473110,61;95,00;31/12/2013;2013.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22000.0;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;;COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA;Receitas Correntes;Outras Receitas Correntes;Indenizações, restituições e ressarcimentos;RECUPERACAO DE DESPESAS DE EXERC. ANTERIORES;0,00;0,00;45241979,11;0,00;31/12/2013;2013.0
22000.0;;22201.0;Instituto Nacional de Colonização e Reforma Agrária;373001.0;DPTO. DE ADMINISTRACAO FINANCEIRA-DAF - INCRA;Receitas Correntes;Outras Receitas Correntes;Indenizações, restituições e ressarcimentos;RECUPERACAO DE DESPESAS DE EXERC. ANTERIORES;0,00;;1690310633,90;0,00;31/12/2013;2013.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;;Fundo de Defesa da Economia Cafeeira;130137.0;FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA;Receitas Correntes;Outras Receitas Correntes;Multas administrativas, contratuais e judicia;OUTRAS MULTAS E JUROS DE MORA;20149,00;0,00;548,49;3,00;31/12/2013;2013.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22000.0;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;;COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA;Receitas Correntes;Outras Receitas Correntes;Multas administrativas, contratuais e judicia;OUTRAS MULTAS E JUROS DE MORA;6379021,00;0,00;9351748,52;147,00;31/12/2013;2013.0
22000.0;;22201.0;Instituto Nacional de Colonização e Reforma Agrária;373001.0;DPTO. DE ADMINISTRACAO FINANCEIRA-DAF - INCRA;Receitas Correntes;Outras Receitas Correntes;Multas administrativas, contratuais e judicia;OUTRAS MULTAS E JUROS DE MORA;0,00;0,00;143137,43;0,00;31/12/2013;2013.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;44208.0;Serviço Florestal Brasileiro;440088.0;SETORIAL PROG.ORCAMENTARIA E FINANCEIRA-SFB;Receitas Correntes;Outras Receitas Correntes;Multas administrativas, contratuais e judicia;OUTRAS MULTAS E JUROS DE MORA;123985,00;;46881,92;38,00;31/12/2013;2013.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22202.0;Empresa Brasileira de Pesquisa Agropecuária;135037.0;EMBRAPA-SETORIAL;Receitas Correntes;Outras Receitas Correntes;Multas administrativas, contratuais e judicia;;2124,00;0,00;1929,87;91,00;31/12/2013;2013.0
22000.0;;22211.0;Companhia Nacional de Abastecimento;135100.0;COMPANHIA NACIONAL DE ABASTECIMENTO;Receitas Correntes;Outras Receitas Correntes;Multas administrativas, contratuais e judicia;OUTRAS MULTAS E JUROS DE MORA;16224,00;0,00;145928,79;899,00;31/12/2013;2013.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22000.0;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;130101.0;COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA;Receitas de Capital;Transferências de Capital;Transferências de Pessoas Físicas;TRANSF.DE CONV.DOS ESTADOS,DF E S/ENTIDADES;1000000,00;0,00;0,00;0,00;31/12/2013;
;Ministério da Agricultura, Pecuária e Abastec;22202.0;;135037.0;EMBRAPA-SETORIAL;Receitas de Capital;Transferências de Capital;Transferências de Pessoas Físicas;TRANSF.DE CONV.DOS ESTADOS,DF E S/ENTIDADES;60000,00;0,00;0,00;0,00;31/12/2013;2013.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22202.0;Empresa Brasileira de Pesquisa Agropecuária;135037.0;EMBRAPA-SETORIAL;Receitas Correntes;Receita de Serviços;Receita de Serviços;SERVICOS DE REGISTRO DO COMERCIO;0,00;0,00;27,00;0,00;31/12/2013;2013.0
22000.0;;22211.0;Companhia Nacional de Abastecimento;135100.0;;Receitas Correntes;Outras Receitas Correntes;Multas administrativas, contratuais e judicia;MULTAS E JUROS DE MORA DE DIVIDENDOS;0,00;0,00;322,10;0,00;31/12/2013;
22000.0;Ministério da Agricultura, Pecuária e Abastec;44208.0;Serviço Florestal Brasileiro;440088.0;SETORIAL PROG.ORCAMENTARIA E FINANCEIRA-SFB;Receitas Correntes;Receita de Serviços;Receita de Serviços;SERVICOS DE TECNOLOGIA;903,00;0,00;1800,00;199,00;31/12/2013;2013.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22202.0;;135037.0;EMBRAPA-SETORIAL;Receitas Correntes;Receita de Serviços;Receita de Serviços;SERVICOS DE TECNOLOGIA;719913,00;0,00;630642,35;88,00;31/12/2013;2013.0
22000.0;;22202.0;Empresa Brasileira de Pesquisa Agropecuária;135037.0;EMBRAPA-SETORIAL;Receitas Correntes - intra-orçamentárias;Receita de Serviços;Receita de Serviços;SERV.DE COM.LIVROS PERIOD.MAT.ESC.E PUBLICID.;0,00;0,00;90,00;0,00;31/12/2013;2013.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22202.0;Empresa Brasileira de Pesquisa Agropecuária;135037.0;EMBRAPA-SETORIAL;Receitas de Capital;Alienação de Bens;Alienação de bens imóveis;ALIENACAO DE IMOVEIS RURAIS;0,00;0,00;612446,30;0,00;31/12/2013;2013.0
22000.0;;22202.0;Empresa Brasileira de Pesquisa Agropecuária;135037.0;EMBRAPA-SETORIAL;Receitas de Capital;Transferências de Capital;Transferências de Pessoas Físicas;TRANSF.DE CONVENIOS DA UNIAO DE S/ENTIDADES;1095847,00;0,00;97811,00;9,00;31/12/2013;2013.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22000.0;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;130101.0;COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA;Receitas de Capital;Transferências de Capital;Transferências de Pessoas Físicas;TRANSF.DE CONVENIOS DA UNIAO DE S/ENTIDADES;;0,00;;0,00;31/12/2013;2013.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22211.0;Companhia Nacional de Abastecimento;135100.0;COMPANHIA NACIONAL DE ABASTECIMENTO;Receitas de Capital;Alienação de Bens;Alienação de bens móveis;ALIENACAO DE TITULOS MOBILIARIOS;0,00;0,00;-35,20;0,00;31/12/2013;2013.0
;Ministério da Agricultura, Pecuária e Abastec;22211.0;Companhia Nacional de Abastecimento;135100.0;COMPANHIA NACIONAL DE ABASTECIMENTO;Receitas Correntes;Receita Patrimonial;Valores Mobiliários;JUROS DE TITULOS DE RENDA;95853,00;0,00;76553,85;80,00;31/12/2013;2013.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22000.0;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;130101.0;COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA;Receitas Correntes;Receita Patrimonial;Exploração do patrimônio imobiliário do Estad;TAXA DE OCUPACAO DE OUTROS IMOVEIS;64726,00;0,00;228191,39;353,00;31/12/2013;2013.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22201.0;Instituto Nacional de Colonização e Reforma Agrária;373001.0;DPTO. DE ADMINISTRACAO FINANCEIRA-DAF - INCRA;Receitas Correntes;Receita Patrimonial;Exploração do patrimônio imobiliário do Estad;TAXA DE OCUPACAO DE OUTROS IMOVEIS;88758,00;0,00;66438,95;75,00;31/12/2013;
22000.0;;22202.0;Empresa Brasileira de Pesquisa Agropecuária;135037.0;EMBRAPA-SETORIAL;Receitas Correntes;Receita Patrimonial;Exploração do patrimônio imobiliário do Estad;TAXA DE OCUPACAO DE OUTROS IMOVEIS;602908,00;0,00;365199,85;61,00;31/12/2013;2013.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22905.0;Fundo de Defesa da Economia Cafeeira;130137.0;FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA;Receitas Correntes;Receita de Serviços;Receita de Serviços;SERVICOS DE ARMAZENAGEM;65487,00;0,00;0,00;0,00;31/12/2013;2013.0
22000.0;;22202.0;Empresa Brasileira de Pesquisa Agropecuária;135037.0;EMBRAPA-SETORIAL;Receitas Correntes;Receita de Serviços;Receita de Serviços;SERVICOS DE ARMAZENAGEM;0,00;0,00;7090,44;0,00;31/12/2013;2013.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22211.0;Companhia Nacional de Abastecimento;135100.0;COMPANHIA NACIONAL DE ABASTECIMENTO;Receitas Correntes;Receita de Serviços;Receita de Serviços;SERVICOS DE ARMAZENAGEM;24343215,00;;20867943,21;86,00;31/12/2013;2013.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22201.0;Instituto Nacional de Colonização e Reforma Agrária;373001.0;DPTO. DE ADMINISTRACAO FINANCEIRA-DAF - INCRA;Receitas Correntes;Outras Receitas Correntes;Indenizações, restituições e ressarcimentos;OUTRAS RESTITUICOES;3982024,00;0,00;7604516,23;191,00;31/12/2013;
22000.0;Ministério da Agricultura, Pecuária e Abastec;22211.0;Companhia Nacional de Abastecimento;135100.0;COMPANHIA NACIONAL DE ABASTECIMENTO;Receitas Correntes;Outras Receitas Correntes;Indenizações, restituições e ressarcimentos;OUTRAS RESTITUICOES;84058113,00;0,00;93551370,98;111,00;31/12/2013;2013.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22202.0;Empresa Brasileira de Pesquisa Agropecuária;135037.0;EMBRAPA-SETORIAL;Receitas Correntes;Outras Receitas Correntes;Indenizações, restituições e ressarcimentos;OUTRAS RESTITUICOES;221818,00;0,00;238259,95;107,00;31/12/2013;2013.0
22000.0;;22000.0;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;130101.0;COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA;Receitas Correntes;Outras Receitas Correntes;Indenizações, restituições e ressarcimentos;OUTRAS RESTITUICOES;0,00;0,00;9865,44;0,00;31/12/2013;2013.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22201.0;Instituto Nacional de Colonização e Reforma Agrária;373001.0;DPTO. DE ADMINISTRACAO FINANCEIRA-DAF - INCRA;Receitas de Capital;Operações de Crédito;Operações de crédito - mercado interno;TITULOS DA DIVIDA AGRARIA - TDA;594400000,00;0,00;;0,00;31/12/2013;
22000.0;;22000.0;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;130101.0;COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA;Receitas Correntes;Outras Receitas Correntes;Multas administrativas, contratuais e judicia;MULTAS S/ FISCALIZACAO REDE DE PROD.ORGANICA;336000,00;0,00;0,00;0,00;31/12/2013;2013.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22201.0;Instituto Nacional de Colonização e Reforma Agrária;373001.0;DPTO. DE ADMINISTRACAO FINANCEIRA-DAF - INCRA;Receitas Correntes;Outras Receitas Correntes;Multas administrativas, contratuais e judicia;MULTAS E JUROS DE MORA  OUTRAS CONTRIBUICOES;69525,00;0,00;106431,04;153,00;31/12/2013;
22000.0;Ministério da Agricultura, Pecuária e Abastec;22211.0;Companhia Nacional de Abastecimento;135100.0;COMPANHIA NACIONAL DE ABASTECIMENTO;Receitas Correntes - intra-orçamentárias;Receita de Serviços;Receita de Serviços;SERVICOS DE ARMAZENAGEM;309542,00;0,00;344608,05;111,00;31/12/2013;2013.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22202.0;Empresa Brasileira de Pesquisa Agropecuária;135037.0;EMBRAPA-SETORIAL;Receitas Correntes;Receita de Serviços;Receita de Serviços;SERVICOS DE ESTUDOS E PESQUISAS;240294,00;0,00;668530,14;278,00;31/12/2013;2013.0
22000.0;;22000.0;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;130101.0;COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA;Receitas Correntes;Receita de Serviços;Receita de Serviços;SERVICOS DE ESTUDOS E PESQUISAS;102751,00;0,00;43895,76;43,00;31/12/2013;2013.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22000.0;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;130101.0;COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA;Receitas Correntes;Impostos, Taxas e Contribuições de Melhoria;Taxas;TAXA DE CLASSIFICACAO DE PRODUTOS VEGETAIS;4591338,00;0,00;7573031,20;165,00;31/12/2013;2013.0
22000.0;;22201.0;;373001.0;DPTO. DE ADMINISTRACAO FINANCEIRA-DAF - INCRA;Receitas Correntes;Outras Receitas Correntes;Demais receitas correntes;OUTRAS RECEITAS;0,00;0,00;8279940,55;0,00;31/12/2013;2013.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22000.0;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;130101.0;COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA;Receitas Correntes;Outras Receitas Correntes;Demais receitas correntes;OUTRAS RECEITAS;0,00;0,00;82599,97;0,00;31/12/2013;2013.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22202.0;Empresa Brasileira de Pesquisa Agropecuária;;;Receitas Correntes;Outras Receitas Correntes;Demais receitas correntes;OUTRAS RECEITAS;2301386,00;0,00;2485477,63;108,00;31/12/2013;2013.0
;;44208.0;Serviço Florestal Brasileiro;440088.0;SETORIAL PROG.ORCAMENTARIA E FINANCEIRA-SFB;Receitas Correntes;Outras Receitas Correntes;;OUTRAS RECEITAS;;0,00;2143,42;0,00;31/12/2013;
22000.0;Ministério da Agricultura, Pecuária e Abastec;22211.0;Companhia Nacional de Abastecimento;135100.0;COMPANHIA NACIONAL DE ABASTECIMENTO;Receitas Correntes;Outras Receitas Correntes;Demais receitas correntes;OUTRAS RECEITAS;129009,00;0,00;257965,48;200,00;31/12/2013;2013.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22201.0;Instituto Nacional de Colonização e Reforma Agrária;373001.0;DPTO. DE ADMINISTRACAO FINANCEIRA-DAF - INCRA;Receitas Correntes;Outras Receitas Correntes;Bens, Direitos e Valores Incorporados ao Patr;REC.DIV.ATIVA RESSARCIMENTO AO ERARIO;0,00;0,00;74903,10;;31/12/2013;
22000.0;Ministério da Agricultura, Pecuária e Abastec;22211.0;Companhia Nacional de Abastecimento;135100.0;COMPANHIA NACIONAL DE ABASTECIMENTO;Receitas de Capital;Alienação de Bens;Alienação de bens móveis;ALIENACAO DE OUTROS BENS MOVEIS;1031,00;;-1224,80;-119,00;31/12/2013;
22000.0;;22201.0;Instituto Nacional de Colonização e Reforma Agrária;373001.0;DPTO. DE ADMINISTRACAO FINANCEIRA-DAF - INCRA;Receitas de Capital;Alienação de Bens;Alienação de bens móveis;ALIENACAO DE OUTROS BENS MOVEIS;332520,00;0,00;0,00;0,00;31/12/2013;2013.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22202.0;Empresa Brasileira de Pesquisa Agropecuária;135037.0;EMBRAPA-SETORIAL;Receitas de Capital;Alienação de Bens;Alienação de bens móveis;;84460,00;0,00;465176,51;551,00;31/12/2013;2013.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22000.0;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;130101.0;COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA;Receitas de Capital;Alienação de Bens;Alienação de bens móveis;ALIENACAO DE OUTROS BENS MOVEIS;359956,00;0,00;-35007,50;-10,00;31/12/2013;2013.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22201.0;Instituto Nacional de Colonização e Reforma Agrária;373001.0;DPTO. DE ADMINISTRACAO FINANCEIRA-DAF - INCRA;Receitas Correntes;Outras Receitas Correntes;Bens, Direitos e Valores Incorporados ao Patr;REC.DIV.ATIVA RESSARC.ERARIO-DECISAO TCU;0,00;0,00;13031,16;0,00;31/12/2013;2013.0
