CÓDIGO ÓRGÃO SUPERIOR;NOME ÓRGÃO SUPERIOR;CÓDIGO ÓRGÃO;NOME ÓRGÃO;CÓDIGO UNIDADE GESTORA;NOME UNIDADE GESTORA;CATEGORIA ECONÔMICA;ORIGEM RECEITA;ESPÉCIE RECEITA;DETALHAMENTO;VALOR PREVISTO ATUALIZADO;VALOR LANÇADO;VALOR REALIZADO;PERCENTUAL REALIZADO;DATA LANÇAMENTO;ANO EXERCÍCIO
63000.0;Advocacia-Geral da União;63000.0;Advocacia-Geral da União - Unidades com vínculo direto;110060.0;COORD. GERAL DE ORC. FIN. E ANAL. CONT. - AGU;Receitas Correntes;Outras Receitas Correntes;;MULTAS E JUROS PREVISTOS EM CONTRATOS;0,00;0,00;38959,87;0,00;31/12/2015;2015.0
63000.0;Advocacia-Geral da União;63000.0;Advocacia-Geral da União - Unidades com vínculo direto;110060.0;COORD. GERAL DE ORC. FIN. E ANAL. CONT. - AGU;Receitas Correntes;Outras Receitas Correntes;Bens, Direitos e Valores Incorporados ao Patr;REC.DIVIDA ATIVA NAO TRIBUTARIA DE OUTRAS REC;0,00;0,00;-609,37;0,00;31/12/2015;
63000.0;;63000.0;Advocacia-Geral da União - Unidades com vínculo direto;110060.0;COORD. GERAL DE ORC. FIN. E ANAL. CONT. - AGU;Receitas Correntes;Outras Receitas Correntes;Multas administrativas, contratuais e judicia;OUTRAS MULTAS;0,00;0,00;955512,29;0,00;31/12/2015;2015.0
63000.0;Advocacia-Geral da União;63000.0;Advocacia-Geral da União - Unidades com vínculo direto;110060.0;COORD. GERAL DE ORC. FIN. E ANAL. CONT. - AGU;Receitas Correntes;Impostos, Taxas e Contribuições de Melhoria;Taxas;TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL;0,00;0,00;-51922,63;0,00;31/12/2015;2015.0
;Controladoria-Geral da União;66000.0;Controladoria-Geral da União;;DIRETORIA DE GESTAO INTERNA/SE/CGU;Receitas Correntes;Outras Receitas Correntes;Indenizações, restituições e ressarcimentos;RESTITUICOES DE CONVENIOS - PRIMARIAS;0,00;0,00;5875,67;0,00;31/12/2015;
37000.0;Controladoria-Geral da União;66000.0;Controladoria-Geral da União;;DIRETORIA DE GESTAO INTERNA/SE/CGU;Receitas Correntes;Transferências Correntes;Transferências de Instituições Privadas;TRANSFERENCIAS DO EXTERIOR;311560,00;0,00;0,00;0,00;31/12/2015;2015.0
37000.0;Controladoria-Geral da União;66000.0;Controladoria-Geral da União;110174.0;DIRETORIA DE GESTAO INTERNA/SE/CGU;Receitas Correntes;Outras Receitas Correntes;Indenizações, restituições e ressarcimentos;OUTRAS RESTITUICOES;0,00;0,00;107578,81;0,00;31/12/2015;2015.0
37000.0;;66000.0;Controladoria-Geral da União;110174.0;DIRETORIA DE GESTAO INTERNA/SE/CGU;Receitas Correntes;Outras Receitas Correntes;Indenizações, restituições e ressarcimentos;RECUPERACAO DE DESPESAS DE EXERC. ANTERIORES;0,00;0,00;648313,86;;31/12/2015;
37000.0;Controladoria-Geral da União;66000.0;Controladoria-Geral da União;110174.0;DIRETORIA DE GESTAO INTERNA/SE/CGU;Receitas Correntes;Outras Receitas Correntes;Indenizações, restituições e ressarcimentos;INDENIZ. POR  DANOS CAUSADOS AO PATR. PUBLICO;0,00;0,00;47157,00;0,00;31/12/2015;2015.0
37000.0;;66000.0;Controladoria-Geral da União;110174.0;DIRETORIA DE GESTAO INTERNA/SE/CGU;Receitas Correntes;Outras Receitas Correntes;Demais receitas correntes;OUTRAS RECEITAS;0,00;0,00;1713,03;0,00;31/12/2015;2015.0
37000.0;;66000.0;Controladoria-Geral da União;110174.0;DIRETORIA DE GESTAO INTERNA/SE/CGU;Receitas Correntes;Outras Receitas Correntes;Indenizações, restituições e ressarcimentos;OUTRAS INDENIZACOES;0,00;0,00;197,00;0,00;31/12/2015;2015.0
37000.0;Controladoria-Geral da União;66000.0;Controladoria-Geral da União;110174.0;DIRETORIA DE GESTAO INTERNA/SE/CGU;Receitas Correntes;Receita de Serviços;Receita de Serviços;SERVICOS ADMINISTRATIVOS;0,00;0,00;1197,80;0,00;31/12/2015;2015.0
37000.0;Controladoria-Geral da União;66000.0;Controladoria-Geral da União;110174.0;DIRETORIA DE GESTAO INTERNA/SE/CGU;Receitas Correntes;Outras Receitas Correntes;Multas administrativas, contratuais e judicia;MULTAS E JUROS PREVISTOS EM CONTRATOS;0,00;0,00;72414,15;0,00;31/12/2015;2015.0
37000.0;;66000.0;Controladoria-Geral da União;110174.0;DIRETORIA DE GESTAO INTERNA/SE/CGU;Receitas Correntes;Receita de Serviços;Receita de Serviços;OUTROS SERVICOS FINANCEIROS;5853700,00;0,00;0,00;0,00;;
22000.0;Ministério da Agricultura, Pecuária e Abastec;22202.0;Empresa Brasileira de Pesquisa Agropecuária;;EMBRAPA-SETORIAL;Receitas Correntes;Outras Receitas Correntes;Indenizações, restituições e ressarcimentos;RESTITUICOES DE CONVENIOS - PRIMARIAS;0,00;0,00;703767,90;0,00;31/12/2015;2015.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22905.0;;130137.0;FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA;Receitas Correntes;Outras Receitas Correntes;;RESTITUICOES DE CONVENIOS - PRIMARIAS;0,00;0,00;92388,59;0,00;31/12/2015;2015.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;;Serviço Florestal Brasileiro;440088.0;SETORIAL PROG.ORCAMENTARIA E FINANCEIRA-SFB;Receitas Correntes;Outras Receitas Correntes;Indenizações, restituições e ressarcimentos;RESTITUICOES DE CONVENIOS - PRIMARIAS;0,00;0,00;61049,32;0,00;31/12/2015;2015.0
22000.0;;22201.0;Instituto Nacional de Colonização e Reforma Agrária;373001.0;DPTO. DE ADMINISTRACAO FINANCEIRA-DAF - INCRA;Receitas Correntes;Outras Receitas Correntes;Indenizações, restituições e ressarcimentos;RESTITUICOES DE CONVENIOS - PRIMARIAS;0,00;;14496026,05;0,00;31/12/2015;
22000.0;Ministério da Agricultura, Pecuária e Abastec;22202.0;Empresa Brasileira de Pesquisa Agropecuária;135037.0;EMBRAPA-SETORIAL;Receitas Correntes - intra-orçamentárias;;Exploração do patrimônio imobiliário do Estad;TAXA DE OCUPACAO DE OUTROS IMOVEIS;0,00;0,00;137823,50;0,00;31/12/2015;2015.0
22000.0;;22000.0;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;130101.0;COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA;Receitas Correntes;Outras Receitas Correntes;Indenizações, restituições e ressarcimentos;RESTITUICOES DE CONVENIOS - PRIMARIAS;0,00;0,00;14807820,86;0,00;31/12/2015;2015.0
22000.0;;22202.0;Empresa Brasileira de Pesquisa Agropecuária;135037.0;EMBRAPA-SETORIAL;Receitas Correntes;Receita Agropecuária;Outras receitas agropecuárias;OUTRAS RECEITAS AGROPECUARIAS;0,00;0,00;;0,00;31/12/2015;2015.0
22000.0;;22202.0;Empresa Brasileira de Pesquisa Agropecuária;135037.0;EMBRAPA-SETORIAL;Receitas Correntes;Receita de Serviços;Receita de Serviços;CERTIFICACAO DE PRODUTOS E SERVICOS;0,00;0,00;27,03;0,00;31/12/2015;2015.0
22000.0;;22202.0;Empresa Brasileira de Pesquisa Agropecuária;135037.0;EMBRAPA-SETORIAL;Receitas Correntes;Outras Receitas Correntes;Multas administrativas, contratuais e judicia;MULTAS E JUROS DE MORA DE ARRENDAMENTOS;0,00;0,00;751,36;0,00;31/12/2015;
22000.0;Ministério da Agricultura, Pecuária e Abastec;22202.0;Empresa Brasileira de Pesquisa Agropecuária;135037.0;EMBRAPA-SETORIAL;Receitas Correntes;Receita de Serviços;Receita de Serviços;SERVICOS DE TRANSFERENCIA DE TECNOLOGIA;12730035,00;0,00;10725451,27;84,00;31/12/2015;2015.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22000.0;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;;COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA;Receitas Correntes;Outras Receitas Correntes;Multas administrativas, contratuais e judicia;MULTAS S/ FISCALIZACAO REDE DE PROD.ORGANICA;10000,00;0,00;5000,00;50,00;31/12/2015;
22000.0;Ministério da Agricultura, Pecuária e Abastec;44208.0;Serviço Florestal Brasileiro;440088.0;SETORIAL PROG.ORCAMENTARIA E FINANCEIRA-SFB;Receitas Correntes;Receita de Serviços;Receita de Serviços;SERV.DE COM.LIVROS PERIOD.MAT.ESC.E PUBLICID.;0,00;0,00;3388,40;0,00;31/12/2015;2015.0
22000.0;;22202.0;Empresa Brasileira de Pesquisa Agropecuária;135037.0;EMBRAPA-SETORIAL;Receitas Correntes;Receita de Serviços;Receita de Serviços;SERV.DE COM.LIVROS PERIOD.MAT.ESC.E PUBLICID.;1491917,00;0,00;1006903,78;67,00;31/12/2015;
22000.0;;22202.0;Empresa Brasileira de Pesquisa Agropecuária;135037.0;EMBRAPA-SETORIAL;Receitas de Capital;Transferências de Capital;;TRANSF.DE CONVENIOS DE INSTITUICOES PRIVADAS;900000,00;0,00;0,00;0,00;31/12/2015;2015.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22211.0;Companhia Nacional de Abastecimento;135100.0;COMPANHIA NACIONAL DE ABASTECIMENTO;Receitas Correntes - intra-orçamentárias;Receita de Serviços;Receita de Serviços;SERVICOS DE ARMAZENAGEM;347370,00;0,00;11135,72;;31/12/2015;2015.0
;Ministério da Agricultura, Pecuária e Abastec;22000.0;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;130101.0;COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA;Receitas Correntes;Receita de Serviços;Receita de Serviços;SERVICOS AGROPECUARIOS;10513138,00;0,00;11649492,22;111,00;31/12/2015;2015.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22202.0;Empresa Brasileira de Pesquisa Agropecuária;135037.0;EMBRAPA-SETORIAL;Receitas Correntes;Receita de Serviços;Receita de Serviços;SERVICOS AGROPECUARIOS;142424,00;0,00;62223,14;44,00;31/12/2015;2015.0
22000.0;;44208.0;Serviço Florestal Brasileiro;440088.0;SETORIAL PROG.ORCAMENTARIA E FINANCEIRA-SFB;Receitas Correntes;Receita Patrimonial;Delegação de Serviços Públicos Mediante Conce;REC. CONCESS. FLOREST. NACION. - DEMAIS VALOR;;0,00;3144136,35;122,00;31/12/2015;2015.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22000.0;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;130101.0;COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA;;Receita Agropecuária;Receita da produção vegetal;RECEITA DA PRODUCAO VEGETAL;380000,00;0,00;421091,00;111,00;31/12/2015;2015.0
22000.0;;22202.0;Empresa Brasileira de Pesquisa Agropecuária;135037.0;EMBRAPA-SETORIAL;Receitas Correntes;Receita Agropecuária;Receita da produção vegetal;RECEITA DA PRODUCAO VEGETAL;11806848,00;0,00;11091119,68;;31/12/2015;2015.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22202.0;Empresa Brasileira de Pesquisa Agropecuária;135037.0;EMBRAPA-SETORIAL;Receitas Correntes;Transferências Correntes;Transferências de Convênios;TRANSF.DOS ESTADOS DF E SUAS ENTIDADES;0,00;0,00;24011,69;0,00;31/12/2015;
22000.0;;22000.0;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;130101.0;COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA;Receitas Correntes;Transferências Correntes;Transferências de Convênios;TRANSF.DOS ESTADOS DF E SUAS ENTIDADES;2191075,00;0,00;0,00;0,00;31/12/2015;2015.0
22000.0;;22201.0;Instituto Nacional de Colonização e Reforma Agrária;373001.0;DPTO. DE ADMINISTRACAO FINANCEIRA-DAF - INCRA;Receitas Correntes;Outras Receitas Correntes;Bens, Direitos e Valores Incorporados ao Patr;REC.DIV.ATIVA RESSARCIMENTO AO ERARIO;0,00;0,00;85295,71;0,00;31/12/2015;2015.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22202.0;Empresa Brasileira de Pesquisa Agropecuária;;EMBRAPA-SETORIAL;Receitas Correntes;Receita de Serviços;Receita de Serviços;OUTROS RECEITAS DE SERVICOS;161564,00;0,00;6,20;0,00;31/12/2015;2015.0
;;22201.0;Instituto Nacional de Colonização e Reforma Agrária;373001.0;DPTO. DE ADMINISTRACAO FINANCEIRA-DAF - INCRA;Receitas de Capital;Amortizações de Empréstimos;Amortizações de Empréstimos;AMORTIZACOES DE EMPRESTIMOS DIVERSOS;893220,00;0,00;1293158,46;145,00;31/12/2015;2015.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22202.0;Empresa Brasileira de Pesquisa Agropecuária;135037.0;EMBRAPA-SETORIAL;Receitas Correntes;Receita de Serviços;Receita de Serviços;SERVICOS DE COMERC. E DISTRIB. PROD. AGROPEC.;99494,00;0,00;-1071,45;-1,00;31/12/2015;
22000.0;;44208.0;Serviço Florestal Brasileiro;;SETORIAL PROG.ORCAMENTARIA E FINANCEIRA-SFB;Receitas Correntes;Receita Patrimonial;Delegação de Serviços Públicos Mediante Conce;REC. CUSTOS DE EDITAL DE CONCESSAO FLORESTAL;0,00;0,00;167342,69;0,00;31/12/2015;2015.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;;Companhia Nacional de Abastecimento;135100.0;COMPANHIA NACIONAL DE ABASTECIMENTO;Receitas de Capital;Alienação de Bens;Alienação de bens imóveis;ALIENACAO DE IMOVEIS URBANOS;14000000,00;0,00;2207206,44;16,00;31/12/2015;2015.0
22000.0;;22211.0;Companhia Nacional de Abastecimento;135100.0;COMPANHIA NACIONAL DE ABASTECIMENTO;Receitas de Capital;;Alienação de bens móveis;ALIENACAO DE OUTROS BENS MOVEIS;;0,00;84403,50;0,00;31/12/2015;2015.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22201.0;Instituto Nacional de Colonização e Reforma Agrária;373001.0;DPTO. DE ADMINISTRACAO FINANCEIRA-DAF - INCRA;;Alienação de Bens;Alienação de bens móveis;ALIENACAO DE OUTROS BENS MOVEIS;48564,00;0,00;912654,77;1879,00;31/12/2015;2015.0
22000.0;;22202.0;Empresa Brasileira de Pesquisa Agropecuária;135037.0;EMBRAPA-SETORIAL;Receitas de Capital;;;ALIENACAO DE OUTROS BENS MOVEIS;546001,00;0,00;1227451,64;225,00;31/12/2015;2015.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22000.0;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;130101.0;COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA;Receitas Correntes;Outras Receitas Correntes;Bens, Direitos e Valores Incorporados ao Patr;PARCELAMENTOS - DIV ATIV NAO TRIB OUTRAS REC;1974975,00;0,00;0,00;0,00;;2015.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22202.0;Empresa Brasileira de Pesquisa Agropecuária;135037.0;EMBRAPA-SETORIAL;Receitas de Capital;Alienação de Bens;Alienação de bens móveis;ALIENACAO DE MOVEIS E UTENSILIOS;155954,00;0,00;110852,32;71,00;31/12/2015;2015.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22211.0;Companhia Nacional de Abastecimento;135100.0;COMPANHIA NACIONAL DE ABASTECIMENTO;Receitas de Capital;Alienação de Bens;Alienação de bens móveis;ALIENACAO DE MOVEIS E UTENSILIOS;1402,00;0,00;0,00;0,00;31/12/2015;
22000.0;Ministério da Agricultura, Pecuária e Abastec;22202.0;Empresa Brasileira de Pesquisa Agropecuária;135037.0;EMBRAPA-SETORIAL;Receitas Correntes;Outras Receitas Correntes;Multas administrativas, contratuais e judicia;MULTAS E JUROS DE MORA DE TAXAS DE OCUPACAO;0,00;0,00;393,36;0,00;31/12/2015;
22000.0;;22201.0;Instituto Nacional de Colonização e Reforma Agrária;373001.0;DPTO. DE ADMINISTRACAO FINANCEIRA-DAF - INCRA;Receitas Correntes;Outras Receitas Correntes;Bens, Direitos e Valores Incorporados ao Patr;RECEITA DIVIDA ATIVA DE OUTRAS CONTRIBUICOES;0,00;0,00;79553,28;0,00;31/12/2015;2015.0
22000.0;;22000.0;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;130101.0;COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA;Receitas Correntes;Receita de Serviços;Receita de Serviços;TAR.INSCR.CONCURSOS E PROCESSOS SELETIVOS;0,00;0,00;50,05;0,00;31/12/2015;2015.0
22000.0;;44208.0;Serviço Florestal Brasileiro;440088.0;SETORIAL PROG.ORCAMENTARIA E FINANCEIRA-SFB;Receitas Correntes;Transferências Correntes;Transferências de Instituições Privadas;TRANSFERENCIAS DO EXTERIOR;25280495,00;0,00;0,00;0,00;31/12/2015;2015.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22202.0;Empresa Brasileira de Pesquisa Agropecuária;135037.0;EMBRAPA-SETORIAL;Receitas Correntes;Receita de Serviços;Receita de Serviços;SERVICOS DE HOSPEDAGEM E ALIMENTACAO;7334,00;0,00;2688,00;37,00;31/12/2015;2015.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22201.0;Instituto Nacional de Colonização e Reforma Agrária;373001.0;DPTO. DE ADMINISTRACAO FINANCEIRA-DAF - INCRA;Receitas Correntes;Outras Receitas Correntes;Multas administrativas, contratuais e judicia;MULTAS E JUROS DE MORA  OUTRAS CONTRIBUICOES;79482,00;0,00;6421984,89;8080,00;31/12/2015;2015.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;44208.0;Serviço Florestal Brasileiro;440088.0;SETORIAL PROG.ORCAMENTARIA E FINANCEIRA-SFB;Receitas Correntes;Receita de Serviços;Receita de Serviços;SERVICOS DE TECNOLOGIA;2300,00;0,00;400,00;17,00;31/12/2015;2015.0
22000.0;;22202.0;Empresa Brasileira de Pesquisa Agropecuária;135037.0;EMBRAPA-SETORIAL;Receitas Correntes;Receita de Serviços;Receita de Serviços;SERVICOS DE TECNOLOGIA;664959,00;0,00;991846,39;149,00;;
22000.0;Ministério da Agricultura, Pecuária e Abastec;49001.0;Fundo de Terras e da Reforma Agrária;490003.0;CREDITO FUNDIARIO;Receitas Correntes;Receita Patrimonial;Valores Mobiliários;REMUNERACAO DE DEPOSITOS BANCARIOS;0,00;0,00;50744313,89;0,00;31/12/2015;2015.0
22000.0;;22202.0;Empresa Brasileira de Pesquisa Agropecuária;135037.0;EMBRAPA-SETORIAL;Receitas Correntes;Receita Patrimonial;Valores Mobiliários;REMUNERACAO DE DEPOSITOS BANCARIOS;;0,00;2500080,70;181,00;31/12/2015;
22000.0;Ministério da Agricultura, Pecuária e Abastec;22905.0;Fundo de Defesa da Economia Cafeeira;130137.0;;Receitas Correntes;Receita Patrimonial;Valores Mobiliários;REMUNERACAO DE DEPOSITOS BANCARIOS;320510078,00;0,00;354770395,92;111,00;31/12/2015;
22000.0;;22211.0;Companhia Nacional de Abastecimento;135100.0;COMPANHIA NACIONAL DE ABASTECIMENTO;Receitas Correntes;Receita Patrimonial;Valores Mobiliários;REMUNERACAO DE DEPOSITOS BANCARIOS;0,00;0,00;134071,34;0,00;31/12/2015;2015.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22000.0;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;130101.0;COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA;Receitas Correntes;Receita Patrimonial;Exploração do patrimônio imobiliário do Estad;ALUGUEIS;0,00;0,00;3611,34;0,00;31/12/2015;2015.0
22000.0;;22211.0;Companhia Nacional de Abastecimento;135100.0;;Receitas Correntes;Receita Patrimonial;;ALUGUEIS;4760983,00;0,00;5073579,96;107,00;31/12/2015;2015.0
22000.0;;22202.0;Empresa Brasileira de Pesquisa Agropecuária;135037.0;EMBRAPA-SETORIAL;Receitas Correntes;Receita Patrimonial;Exploração do patrimônio imobiliário do Estad;ALUGUEIS;841082,00;0,00;900483,01;107,00;31/12/2015;2015.0
22000.0;;22211.0;Companhia Nacional de Abastecimento;135100.0;COMPANHIA NACIONAL DE ABASTECIMENTO;Receitas Correntes;Outras Receitas Correntes;Indenizações, restituições e ressarcimentos;OUTRAS RESTITUICOES;93551371,00;0,00;118332951,93;126,00;31/12/2015;2015.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22000.0;;130101.0;COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA;Receitas Correntes;Outras Receitas Correntes;Indenizações, restituições e ressarcimentos;OUTRAS RESTITUICOES;0,00;0,00;333,90;0,00;31/12/2015;2015.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;130101.0;COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA;Receitas Correntes;Transferências Correntes;Transferências de Convênios;TRANSFERENCIAS CONVENIOS DA UNIAO E ENTIDADES;230000,00;0,00;759863,00;330,00;31/12/2015;2015.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22202.0;Empresa Brasileira de Pesquisa Agropecuária;135037.0;EMBRAPA-SETORIAL;Receitas Correntes;Transferências Correntes;Transferências de Convênios;TRANSFERENCIAS CONVENIOS DA UNIAO E ENTIDADES;1771640,00;0,00;0,00;0,00;31/12/2015;2015.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22202.0;Empresa Brasileira de Pesquisa Agropecuária;135037.0;EMBRAPA-SETORIAL;Receitas Correntes;Outras Receitas Correntes;;OUTRAS RESTITUICOES;308911,00;0,00;86712,28;28,00;31/12/2015;2015.0
22000.0;;22201.0;Instituto Nacional de Colonização e Reforma Agrária;373001.0;DPTO. DE ADMINISTRACAO FINANCEIRA-DAF - INCRA;Receitas Correntes;Outras Receitas Correntes;Indenizações, restituições e ressarcimentos;OUTRAS RESTITUICOES;1537396,00;0,00;4653180,15;303,00;31/12/2015;2015.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22201.0;Instituto Nacional de Colonização e Reforma Agrária;373001.0;DPTO. DE ADMINISTRACAO FINANCEIRA-DAF - INCRA;Receitas de Capital;Alienação de Bens;Alienação de bens imóveis;ALIENACAO IMOV.RURAIS P/ COLON. E REF.AGRARIA;32466563,00;0,00;21356199,13;66,00;31/12/2015;
22000.0;Ministério da Agricultura, Pecuária e Abastec;22211.0;Companhia Nacional de Abastecimento;135100.0;COMPANHIA NACIONAL DE ABASTECIMENTO;Receitas Correntes;Outras Receitas Correntes;Multas administrativas, contratuais e judicia;OUTRAS MULTAS E JUROS DE MORA;165617,00;0,00;13403,33;8,00;;
22000.0;;;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;130101.0;COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA;Receitas Correntes;Outras Receitas Correntes;Multas administrativas, contratuais e judicia;;10381905,00;0,00;6604133,40;64,00;31/12/2015;2015.0
22000.0;;22201.0;Instituto Nacional de Colonização e Reforma Agrária;373001.0;DPTO. DE ADMINISTRACAO FINANCEIRA-DAF - INCRA;Receitas Correntes;Outras Receitas Correntes;Multas administrativas, contratuais e judicia;OUTRAS MULTAS E JUROS DE MORA;;0,00;646658,47;0,00;31/12/2015;2015.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22202.0;Empresa Brasileira de Pesquisa Agropecuária;135037.0;EMBRAPA-SETORIAL;Receitas Correntes;Receita de Serviços;Receita de Serviços;SERV.CONS,ASS.TEC.E AN.PROJ-APLICACOES LIVRES;16705,00;;29273,31;175,00;;
;Ministério da Agricultura, Pecuária e Abastec;22202.0;;135037.0;EMBRAPA-SETORIAL;Receitas Correntes;Outras Receitas Correntes;Multas administrativas, contratuais e judicia;OUTRAS MULTAS E JUROS DE MORA;3017,00;0,00;6725,17;223,00;31/12/2015;2015.0
