CÓDIGO ÓRGÃO SUPERIOR;NOME ÓRGÃO SUPERIOR;CÓDIGO ÓRGÃO;NOME ÓRGÃO;CÓDIGO UNIDADE GESTORA;NOME UNIDADE GESTORA;CATEGORIA ECONÔMICA;ORIGEM RECEITA;ESPÉCIE RECEITA;DETALHAMENTO;VALOR PREVISTO ATUALIZADO;VALOR LANÇADO;VALOR REALIZADO;PERCENTUAL REALIZADO;DATA LANÇAMENTO;ANO EXERCÍCIO
63000.0;;63000.0;Advocacia-Geral da União - Unidades com vínculo direto;110060.0;COORD. GERAL DE ORC. FIN. E ANAL. CONT. - AGU;Receitas Correntes;Outras Receitas Correntes;Indenizações, restituições e ressarcimentos;OUTRAS INDENIZACOES;0,00;;1784084,00;0,00;31/12/2014;2014.0
63000.0;Advocacia-Geral da União;63000.0;Advocacia-Geral da União - Unidades com vínculo direto;110060.0;COORD. GERAL DE ORC. FIN. E ANAL. CONT. - AGU;Receitas Correntes;Outras Receitas Correntes;Multas administrativas, contratuais e judicia;OUTRAS MULTAS;0,00;0,00;351677,27;0,00;31/12/2014;2014.0
63000.0;Advocacia-Geral da União;63000.0;Advocacia-Geral da União - Unidades com vínculo direto;110060.0;COORD. GERAL DE ORC. FIN. E ANAL. CONT. - AGU;Receitas Correntes;Outras Receitas Correntes;Demais receitas correntes;RECEITA DE ÔNUS DE SUCUMBÊNCIA;0,00;0,00;17356434,88;0,00;31/12/2014;2014.0
37000.0;Controladoria-Geral da União;66000.0;Controladoria-Geral da União;110174.0;DIRETORIA DE GESTAO INTERNA/SE/CGU;Receitas Correntes;Receita de Serviços;Receita de Serviços;OUTROS SERVICOS FINANCEIROS;4836000,00;0,00;0,00;0,00;31/12/2014;
;Controladoria-Geral da União;66000.0;Controladoria-Geral da União;110174.0;DIRETORIA DE GESTAO INTERNA/SE/CGU;Receitas Correntes;Outras Receitas Correntes;Multas administrativas, contratuais e judicia;MULTAS E JUROS PREVISTOS EM CONTRATOS;0,00;0,00;161363,48;0,00;31/12/2014;
37000.0;Controladoria-Geral da União;66000.0;Controladoria-Geral da União;110174.0;DIRETORIA DE GESTAO INTERNA/SE/CGU;Receitas Correntes;Outras Receitas Correntes;Indenizações, restituições e ressarcimentos;RESTITUICOES DE CONVENIOS - PRIMARIAS;0,00;0,00;3905,55;0,00;31/12/2014;2014.0
;Controladoria-Geral da União;66000.0;;110174.0;DIRETORIA DE GESTAO INTERNA/SE/CGU;Receitas Correntes;Receita de Serviços;Receita de Serviços;SERVICOS ADMINISTRATIVOS;0,00;0,00;1556,02;0,00;31/12/2014;2014.0
37000.0;Controladoria-Geral da União;66000.0;Controladoria-Geral da União;110174.0;DIRETORIA DE GESTAO INTERNA/SE/CGU;Receitas Correntes;Outras Receitas Correntes;Demais receitas correntes;OUTRAS RECEITAS;0,00;0,00;1784,49;0,00;31/12/2014;
37000.0;Controladoria-Geral da União;66000.0;Controladoria-Geral da União;110174.0;DIRETORIA DE GESTAO INTERNA/SE/CGU;Receitas Correntes;Outras Receitas Correntes;Indenizações, restituições e ressarcimentos;RECUPERACAO DE DESPESAS DE EXERC. ANTERIORES;0,00;0,00;16386,74;0,00;31/12/2014;2014.0
37000.0;;66000.0;Controladoria-Geral da União;110174.0;DIRETORIA DE GESTAO INTERNA/SE/CGU;Receitas Correntes;Outras Receitas Correntes;Indenizações, restituições e ressarcimentos;OUTRAS RESTITUICOES;0,00;0,00;81202,40;0,00;31/12/2014;2014.0
37000.0;Controladoria-Geral da União;66000.0;Controladoria-Geral da União;110174.0;DIRETORIA DE GESTAO INTERNA/SE/CGU;Receitas Correntes;Outras Receitas Correntes;Indenizações, restituições e ressarcimentos;OUTRAS INDENIZACOES;0,00;0,00;748,50;0,00;31/12/2014;2014.0
37000.0;;66000.0;Controladoria-Geral da União;110174.0;DIRETORIA DE GESTAO INTERNA/SE/CGU;Receitas de Capital;Transferências de Capital;Transferências de Instituições Privadas;Transferências de Instituições Privadas;213180,00;0,00;0,00;0,00;31/12/2014;2014.0
22000.0;;22905.0;Fundo de Defesa da Economia Cafeeira;130137.0;FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA;Receitas de Capital;Outras Receitas de Capital;Receita dívida ativa proveniente de amortizaç;Receita dívida ativa proveniente de amortizaç;2060318,00;0,00;2347119,36;114,00;31/12/2014;2014.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22202.0;Empresa Brasileira de Pesquisa Agropecuária;135037.0;EMBRAPA-SETORIAL;;Transferências Correntes;Transferências de Convênios;TRANSFER. CONVENIOS DE INSTITUICOES PRIVADAS;945630,00;0,00;1153231,82;122,00;31/12/2014;2014.0
22000.0;;22202.0;Empresa Brasileira de Pesquisa Agropecuária;135037.0;EMBRAPA-SETORIAL;Receitas Correntes;Receita de Serviços;Receita de Serviços;SERVICOS DE TRANSFERENCIA DE TECNOLOGIA;10604971,00;0,00;14889251,22;140,00;31/12/2014;2014.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22202.0;Empresa Brasileira de Pesquisa Agropecuária;135037.0;;Receitas de Capital;Alienação de Bens;Alienação de bens móveis;ALIENACAO DE VEICULOS;492196,00;0,00;1329278,84;270,00;31/12/2014;2014.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22000.0;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;130101.0;COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA;Receitas de Capital;Alienação de Bens;Alienação de bens móveis;ALIENACAO DE VEICULOS;50000,00;0,00;545631,01;1091,00;31/12/2014;2014.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22211.0;Companhia Nacional de Abastecimento;135100.0;COMPANHIA NACIONAL DE ABASTECIMENTO;Receitas de Capital;Alienação de Bens;Alienação de bens móveis;ALIENACAO DE VEICULOS;0,00;0,00;16120,00;0,00;;
22000.0;Ministério da Agricultura, Pecuária e Abastec;22000.0;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;130101.0;COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA;Receitas Correntes;Receita Patrimonial;Exploração do patrimônio imobiliário do Estad;TAXA DE OCUPACAO DE TERRENOS DA UNIAO;19956,00;0,00;20833,44;104,00;31/12/2014;2014.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22202.0;Empresa Brasileira de Pesquisa Agropecuária;135037.0;EMBRAPA-SETORIAL;Receitas Correntes;Receita de Serviços;Receita de Serviços;SERVICOS DE HOSPEDAGEM E ALIMENTACAO;0,00;0,00;2952,00;0,00;31/12/2014;
22000.0;Ministério da Agricultura, Pecuária e Abastec;22201.0;Instituto Nacional de Colonização e Reforma Agrária;373001.0;DPTO. DE ADMINISTRACAO FINANCEIRA-DAF - INCRA;Receitas de Capital;Operações de Crédito;Operações de crédito - mercado interno;TITULOS DA DIVIDA AGRARIA - TDA;635000000,00;0,00;0,00;0,00;31/12/2014;2014.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22201.0;Instituto Nacional de Colonização e Reforma Agrária;373001.0;DPTO. DE ADMINISTRACAO FINANCEIRA-DAF - INCRA;Receitas de Capital;Alienação de Bens;Alienação de bens móveis;ALIENACAO DE OUTROS BENS MOVEIS;134484,00;0,00;110855,47;82,00;31/12/2014;2014.0
22000.0;;;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;130101.0;COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA;Receitas de Capital;Alienação de Bens;Alienação de bens móveis;ALIENACAO DE OUTROS BENS MOVEIS;203458,00;0,00;;130,00;31/12/2014;2014.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22202.0;Empresa Brasileira de Pesquisa Agropecuária;135037.0;EMBRAPA-SETORIAL;Receitas de Capital;Alienação de Bens;Alienação de bens móveis;ALIENACAO DE OUTROS BENS MOVEIS;;0,00;744938,00;657,00;31/12/2014;
22000.0;Ministério da Agricultura, Pecuária e Abastec;22202.0;Empresa Brasileira de Pesquisa Agropecuária;135037.0;EMBRAPA-SETORIAL;Receitas Correntes;Outras Receitas Correntes;Demais receitas correntes;REC.SEGUROS DECOR. INDENIZAÇÃO POR SINISTRO;100749,00;0,00;130518,19;130,00;31/12/2014;2014.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22201.0;Instituto Nacional de Colonização e Reforma Agrária;373001.0;DPTO. DE ADMINISTRACAO FINANCEIRA-DAF - INCRA;Receitas Correntes;Outras Receitas Correntes;Indenizações, restituições e ressarcimentos;RESTITUICOES DE CONVENIOS;0,00;0,00;0,00;0,00;31/12/2014;2014.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22202.0;Empresa Brasileira de Pesquisa Agropecuária;135037.0;EMBRAPA-SETORIAL;Receitas Correntes - intra-orçamentárias;Receita Patrimonial;Exploração do patrimônio imobiliário do Estad;TAXA DE OCUPACAO DE OUTROS IMOVEIS;0,00;0,00;208258,04;0,00;31/12/2014;
22000.0;Ministério da Agricultura, Pecuária e Abastec;22211.0;Companhia Nacional de Abastecimento;135100.0;COMPANHIA NACIONAL DE ABASTECIMENTO;Receitas Correntes;Receita Patrimonial;Exploração do patrimônio imobiliário do Estad;ARRENDAMENTOS;28750,00;0,00;37652,15;131,00;31/12/2014;
22000.0;;22202.0;Empresa Brasileira de Pesquisa Agropecuária;135037.0;EMBRAPA-SETORIAL;Receitas Correntes;Receita Patrimonial;Exploração do patrimônio imobiliário do Estad;ARRENDAMENTOS;443427,00;0,00;172642,89;39,00;31/12/2014;2014.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22000.0;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;130101.0;COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA;Receitas Correntes;Outras Receitas Correntes;Multas administrativas, contratuais e judicia;MULTAS S/ FISCALIZACAO REDE DE PROD.ORGANICA;10341,00;0,00;0,00;0,00;31/12/2014;2014.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;44208.0;Serviço Florestal Brasileiro;440088.0;;Receitas Correntes;Receita Patrimonial;Delegação de Serviços Públicos Mediante Conce;REC. CONCESS. FLOREST. NACION. - DEMAIS VALOR;0,00;0,00;2790768,21;0,00;31/12/2014;2014.0
22000.0;;22202.0;Empresa Brasileira de Pesquisa Agropecuária;135037.0;EMBRAPA-SETORIAL;Receitas Correntes;Receita Industrial;Receitas da indústria de transformação;RECEITA DA INDUSTRIA DE BEBIDAS E DESTILADOS;289053,00;0,00;413746,00;143,00;31/12/2014;
22000.0;Ministério da Agricultura, Pecuária e Abastec;22202.0;Empresa Brasileira de Pesquisa Agropecuária;135037.0;EMBRAPA-SETORIAL;Receitas Correntes;Receita de Serviços;Receita de Serviços;SERV.CONS,ASS.TEC.E AN.PROJ-APLICAÇÕES LIVRES;7824,00;;15230,37;195,00;31/12/2014;
22000.0;Ministério da Agricultura, Pecuária e Abastec;22000.0;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;130101.0;COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA;Receitas Correntes;Receita de Serviços;Receita de Serviços;SERV.CONS,ASS.TEC.E AN.PROJ-APLICAÇÕES LIVRES;5400,00;0,00;16773,30;311,00;31/12/2014;2014.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22201.0;Instituto Nacional de Colonização e Reforma Agrária;373001.0;DPTO. DE ADMINISTRACAO FINANCEIRA-DAF - INCRA;Receitas Correntes;Outras Receitas Correntes;Multas administrativas, contratuais e judicia;MULTA E JURO DE MORA DIV.ATIV.OUTRAS CONTRIB.;0,00;0,00;;0,00;31/12/2014;
;Ministério da Agricultura, Pecuária e Abastec;22202.0;Empresa Brasileira de Pesquisa Agropecuária;135037.0;EMBRAPA-SETORIAL;Receitas de Capital;Alienação de Bens;Alienação de bens móveis;ALIENACAO DE EQUIPAMENTOS;183074,00;0,00;211017,08;115,00;31/12/2014;2014.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22211.0;Companhia Nacional de Abastecimento;135100.0;COMPANHIA NACIONAL DE ABASTECIMENTO;Receitas Correntes - intra-orçamentárias;Receita de Serviços;Receita de Serviços;SERVICOS DE ARMAZENAGEM;415249,00;0,00;80040,04;19,00;31/12/2014;
22000.0;Ministério da Agricultura, Pecuária e Abastec;22211.0;Companhia Nacional de Abastecimento;135100.0;COMPANHIA NACIONAL DE ABASTECIMENTO;Receitas de Capital;Alienação de Bens;Alienação de bens móveis;ALIENACAO DE ESTOQUES REGULADORES - PGPM;1840000000,00;;0,00;0,00;31/12/2014;2014.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;49001.0;Fundo de Terras e da Reforma Agrária;490003.0;CREDITO FUNDIARIO;Receitas Correntes;Outras Receitas Correntes;Multas administrativas, contratuais e judicia;MULTAS E JUROS PREVISTOS EM CONTRATOS;0,00;0,00;114918,29;0,00;31/12/2014;2014.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22211.0;Companhia Nacional de Abastecimento;135100.0;COMPANHIA NACIONAL DE ABASTECIMENTO;Receitas Correntes;Outras Receitas Correntes;Multas administrativas, contratuais e judicia;MULTAS E JUROS PREVISTOS EM CONTRATOS;1419084,00;0,00;1823737,57;129,00;31/12/2014;2014.0
22000.0;;22202.0;Empresa Brasileira de Pesquisa Agropecuária;135037.0;EMBRAPA-SETORIAL;Receitas Correntes;Outras Receitas Correntes;Multas administrativas, contratuais e judicia;MULTAS E JUROS PREVISTOS EM CONTRATOS;428761,00;0,00;497264,86;116,00;31/12/2014;2014.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22000.0;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;130101.0;COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA;Receitas Correntes;Outras Receitas Correntes;Multas administrativas, contratuais e judicia;MULTAS E JUROS PREVISTOS EM CONTRATOS;0,00;0,00;28764,39;0,00;31/12/2014;2014.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22201.0;Instituto Nacional de Colonização e Reforma Agrária;373001.0;DPTO. DE ADMINISTRACAO FINANCEIRA-DAF - INCRA;Receitas Correntes;Outras Receitas Correntes;Multas administrativas, contratuais e judicia;MULTAS E JUROS PREVISTOS EM CONTRATOS;0,00;0,00;61827,74;0,00;31/12/2014;2014.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22202.0;Empresa Brasileira de Pesquisa Agropecuária;135037.0;EMBRAPA-SETORIAL;Receitas Correntes - intra-orçamentárias;Outras Receitas Correntes;Indenizações e restituições;OUTRAS RESTITUICOES;114772,00;0,00;0,00;0,00;31/12/2014;2014.0
22000.0;;22000.0;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;130101.0;COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA;Receitas Correntes;Outras Receitas Correntes;;MUL.JUR.MORA CONT. S/ APOSTA COMPET. HIPICAS;7859,00;0,00;0,00;0,00;31/12/2014;
22000.0;;44208.0;Serviço Florestal Brasileiro;440088.0;SETORIAL PROG.ORCAMENTARIA E FINANCEIRA-SFB;Receitas Correntes;Outras Receitas Correntes;Multas administrativas, contratuais e judicia;OUTRAS MULTAS E JUROS DE MORA;0,00;0,00;71433,50;0,00;31/12/2014;2014.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22202.0;Empresa Brasileira de Pesquisa Agropecuária;135037.0;EMBRAPA-SETORIAL;Receitas Correntes;Outras Receitas Correntes;Multas administrativas, contratuais e judicia;OUTRAS MULTAS E JUROS DE MORA;1829,00;0,00;2354,27;129,00;31/12/2014;2014.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22211.0;Companhia Nacional de Abastecimento;135100.0;COMPANHIA NACIONAL DE ABASTECIMENTO;Receitas Correntes;Outras Receitas Correntes;Multas administrativas, contratuais e judicia;OUTRAS MULTAS E JUROS DE MORA;56188,00;0,00;69108,29;123,00;31/12/2014;2014.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22201.0;Instituto Nacional de Colonização e Reforma Agrária;373001.0;DPTO. DE ADMINISTRACAO FINANCEIRA-DAF - INCRA;Receitas Correntes;Outras Receitas Correntes;Multas administrativas, contratuais e judicia;OUTRAS MULTAS E JUROS DE MORA;0,00;;;0,00;31/12/2014;2014.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22000.0;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;130101.0;COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA;Receitas Correntes;Outras Receitas Correntes;Multas administrativas, contratuais e judicia;OUTRAS MULTAS E JUROS DE MORA;7756245,00;0,00;5743691,68;74,00;31/12/2014;2014.0
22000.0;;22905.0;Fundo de Defesa da Economia Cafeeira;130137.0;FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA;Receitas Correntes;Outras Receitas Correntes;Multas administrativas, contratuais e judicia;OUTRAS MULTAS E JUROS DE MORA;599,00;0,00;0,00;0,00;31/12/2014;
22000.0;;22211.0;Companhia Nacional de Abastecimento;135100.0;COMPANHIA NACIONAL DE ABASTECIMENTO;Receitas Correntes;Receita Patrimonial;Valores Mobiliários;JUROS DE TITULOS DE RENDA;;0,00;111921,97;128,00;31/12/2014;2014.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22201.0;;373001.0;DPTO. DE ADMINISTRACAO FINANCEIRA-DAF - INCRA;Receitas Correntes;Impostos, Taxas e Contribuições de Melhoria;Taxas;TAXAS DE SERVICOS CADASTRAIS;5383435,00;0,00;7937358,99;147,00;31/12/2014;2014.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22000.0;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;130101.0;COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA;Receitas Correntes - intra-orçamentárias;Receita de Serviços;Receita de Serviços;SERVICOS AGROPECUARIOS;204694,00;0,00;188257,50;92,00;31/12/2014;2014.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;44208.0;Serviço Florestal Brasileiro;440088.0;SETORIAL PROG.ORCAMENTARIA E FINANCEIRA-SFB;Receitas Correntes;Transferências Correntes;Transferências dos Estados e do Distrito Fede;OUTRAS TRANSFERENCIAS DOS MUNICIPIOS;0,00;0,00;45837,00;0,00;31/12/2014;2014.0
22000.0;;22202.0;Empresa Brasileira de Pesquisa Agropecuária;135037.0;EMBRAPA-SETORIAL;Receitas Correntes - intra-orçamentárias;Outras Receitas Correntes;Demais receitas correntes;OUTRAS RECEITAS;19947,00;0,00;144005,20;;31/12/2014;
22000.0;;22201.0;Instituto Nacional de Colonização e Reforma Agrária;373001.0;DPTO. DE ADMINISTRACAO FINANCEIRA-DAF - INCRA;Receitas Correntes;Outras Receitas Correntes;Indenizações, restituições e ressarcimentos;RESTITUICOES DE CONVENIOS - PRIMARIAS;0,00;0,00;20121572,90;0,00;31/12/2014;2014.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22202.0;Empresa Brasileira de Pesquisa Agropecuária;135037.0;EMBRAPA-SETORIAL;Receitas Correntes;Transferências Correntes;Transferências de Convênios;TRANSFERENCIAS CONVENIOS DA UNIAO E ENTIDADES;1493432,00;;182272,40;12,00;31/12/2014;2014.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22905.0;Fundo de Defesa da Economia Cafeeira;130137.0;FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA;Receitas Correntes;Outras Receitas Correntes;Indenizações, restituições e ressarcimentos;RESTITUICOES DE CONVENIOS - PRIMARIAS;0,00;0,00;22035,31;0,00;31/12/2014;2014.0
22000.0;;22000.0;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;130101.0;COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA;Receitas Correntes;Outras Receitas Correntes;Indenizações, restituições e ressarcimentos;RESTITUICOES DE CONVENIOS - PRIMARIAS;0,00;0,00;6853044,32;0,00;31/12/2014;2014.0
22000.0;;22202.0;Empresa Brasileira de Pesquisa Agropecuária;135037.0;EMBRAPA-SETORIAL;Receitas Correntes;;Indenizações, restituições e ressarcimentos;RESTITUICOES DE CONVENIOS - PRIMARIAS;0,00;0,00;682024,17;0,00;31/12/2014;2014.0
22000.0;;22000.0;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;130101.0;COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA;Receitas Correntes;Transferências Correntes;Transferências de Convênios;TRANSFERENCIAS CONVENIOS DA UNIAO E ENTIDADES;717507,00;0,00;255977,20;36,00;;2014.0
22000.0;;22000.0;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;130101.0;COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA;Receitas Correntes;Receita de Serviços;Receita de Serviços;TAR.INSCR.CONCURSOS E PROCESSOS SELETIVOS;;0,00;20108318,04;0,00;31/12/2014;
22000.0;Ministério da Agricultura, Pecuária e Abastec;22201.0;Instituto Nacional de Colonização e Reforma Agrária;373001.0;DPTO. DE ADMINISTRACAO FINANCEIRA-DAF - INCRA;Receitas Correntes;Receita de Serviços;Receita de Serviços;TAR.INSCR.CONCURSOS E PROCESSOS SELETIVOS;0,00;0,00;247354,21;0,00;31/12/2014;
22000.0;Ministério da Agricultura, Pecuária e Abastec;44208.0;Serviço Florestal Brasileiro;;SETORIAL PROG.ORCAMENTARIA E FINANCEIRA-SFB;Receitas Correntes;Receita de Serviços;Receita de Serviços;TAR.INSCR.CONCURSOS E PROCESSOS SELETIVOS;0,00;0,00;259875,00;0,00;31/12/2014;2014.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22000.0;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;130101.0;COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA;Receitas Correntes;Contribuições;Contribuições sociais;CONTRIBUICAO INDUSTRIAL RURAL;9827153,00;;44671475,70;455,00;31/12/2014;2014.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22201.0;Instituto Nacional de Colonização e Reforma Agrária;373001.0;DPTO. DE ADMINISTRACAO FINANCEIRA-DAF - INCRA;Receitas Correntes;Contribuições;Contribuições sociais;CONTRIBUICAO INDUSTRIAL RURAL;231146668,00;0,00;259482220,53;112,00;31/12/2014;2014.0
22000.0;;22905.0;Fundo de Defesa da Economia Cafeeira;130137.0;FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA;Receitas de Capital;Alienação de Bens;Alienação de bens móveis;ALIENACAO DE ESTOQUES PROPRIOS DO FUNCAFE;8895890,00;0,00;75669,35;1,00;31/12/2014;2014.0
22000.0;;22202.0;Empresa Brasileira de Pesquisa Agropecuária;135037.0;EMBRAPA-SETORIAL;Receitas Correntes;Receita de Serviços;Receita de Serviços;SERVICOS ADMINISTRATIVOS;8888,00;0,00;95744,62;1077,00;31/12/2014;2014.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22000.0;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;130101.0;COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA;Receitas Correntes;Receita de Serviços;Receita de Serviços;SERVICOS ADMINISTRATIVOS;32400,00;0,00;385,00;1,00;31/12/2014;2014.0
22000.0;Ministério da Agricultura, Pecuária e Abastec;22201.0;Instituto Nacional de Colonização e Reforma Agrária;;DPTO. DE ADMINISTRACAO FINANCEIRA-DAF - INCRA;;Receita de Serviços;Receita de Serviços;SERVICOS ADMINISTRATIVOS;19833,00;0,00;251213,69;1267,00;31/12/2014;
